Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Status
CA-166877,3/27/2024,5/2/2025,First Class,CUST-3033,Melissa Kelly,Corporate,West,Technology,Phones,Fully-configurable well-modulated focus group,625.87,9,0.5,796.37,Profit
CA-111568,7/12/2024,4/12/2025,Standard Class,CUST-8329,Robert Cruz,Consumer,East,Office Supplies,Art,Fully-configurable mission-critical software,2054.49,3,0.13,20.73,Profit
CA-480725,7/18/2023,4/16/2025,Second Class,CUST-9757,Patrick Shaw,Home Office,Central,Office Supplies,Paper,Re-engineered 24hour throughput,4527.91,9,0.21,77.02,Profit
CA-465595,8/12/2023,4/14/2025,Same Day,CUST-8464,Allison Taylor,Consumer,West,Furniture,Bookcases,Ameliorated logistical adapter,4889.86,3,0.24,748.92,Profit
CA-760941,7/24/2024,4/13/2025,Standard Class,CUST-1438,Dr. Dale Hall,Home Office,Central,Technology,Computers,Enterprise-wide object-oriented instruction set,127.06,8,0.43,237.99,Profit
CA-365733,7/6/2024,4/23/2025,Second Class,CUST-7220,Christopher Levy,Home Office,South,Technology,Accessories,Synergistic solution-oriented leverage,2519.51,10,0,638.85,Profit
CA-366965,7/16/2024,4/16/2025,Second Class,CUST-1891,Tonya Moran,Corporate,East,Technology,Phones,Profound object-oriented product,2513.6,10,0.05,654.68,Profit
CA-356192,2/8/2024,4/24/2025,First Class,CUST-7318,John Velez,Consumer,West,Office Supplies,Labels,Multi-lateral maximized portal,3921.26,3,0.25,537.14,Profit
CA-621878,12/14/2024,4/29/2025,Second Class,CUST-8145,Brian Moreno,Corporate,Central,Technology,Phones,Inverse didactic circuit,297.37,5,0.37,293.53,Profit
CA-657338,10/17/2023,4/20/2025,Standard Class,CUST-8835,Amy Long,Consumer,Central,Furniture,Tables,Function-based coherent task-force,3036.99,4,0.01,826.37,Profit
CA-559182,7/19/2024,4/27/2025,Same Day,CUST-7662,Terry Anderson,Consumer,Central,Furniture,Chairs,Team-oriented solution-oriented intranet,3098.1,8,0.1,280.84,Profit
CA-368159,7/5/2024,4/26/2025,Second Class,CUST-6778,Sarah Bush,Consumer,South,Technology,Computers,User-centric leading-edge projection,1732.01,10,0.23,-69.95,Loss
CA-586420,7/18/2024,5/7/2025,Same Day,CUST-7046,Charles Huff,Home Office,South,Furniture,Tables,Centralized dedicated installation,2953.12,6,0.01,988.49,Profit
CA-411801,10/21/2024,5/6/2025,Standard Class,CUST-1568,Adam Little,Home Office,West,Office Supplies,Paper,Enterprise-wide maximized projection,1439.48,5,0.31,421.46,Profit
CA-110383,11/30/2024,4/20/2025,Same Day,CUST-5735,Jennifer Armstrong,Home Office,South,Office Supplies,Art,Public-key upward-trending system engine,1917.42,4,0.24,464.54,Profit
CA-552085,10/24/2023,4/23/2025,Same Day,CUST-5860,Martin Wallace,Home Office,South,Furniture,Chairs,Persevering client-server toolset,4920.22,9,0.29,359.54,Profit
CA-721791,6/17/2024,4/11/2025,Same Day,CUST-3128,Robert Anderson,Home Office,West,Furniture,Furnishings,Advanced bifurcated customer loyalty,4380.79,8,0.01,398.66,Profit
CA-416285,4/15/2024,4/26/2025,Standard Class,CUST-9348,Gwendolyn Nixon,Home Office,West,Office Supplies,Art,Focused next generation conglomeration,1301.49,7,0.12,93.46,Profit
CA-644150,5/18/2023,4/9/2025,Standard Class,CUST-5965,Mark Smith,Corporate,West,Office Supplies,Storage,Optimized stable protocol,422.21,7,0.29,680.2,Profit
CA-998178,8/17/2024,4/17/2025,Standard Class,CUST-5520,Frank Larsen,Consumer,West,Technology,Phones,Compatible user-facing Local Area Network,4981.02,8,0.31,767.36,Profit
CA-142293,7/14/2023,4/25/2025,Same Day,CUST-7317,Shawn Elliott,Corporate,South,Technology,Copiers,Streamlined full-range framework,2887.43,3,0.3,697.63,Profit
CA-143907,8/27/2023,4/12/2025,Second Class,CUST-8949,Karen Marsh,Corporate,West,Technology,Copiers,Proactive explicit database,1484.94,1,0.05,851.64,Profit
CA-661011,12/7/2023,4/14/2025,Second Class,CUST-4099,Brian Morgan,Consumer,South,Furniture,Tables,Digitized scalable throughput,1863.09,1,0.12,604.42,Profit
CA-625859,10/30/2024,4/27/2025,Same Day,CUST-2274,Joseph Osborn,Consumer,South,Furniture,Tables,Re-engineered contextually-based success,2573.05,3,0,65.84,Profit
CA-191268,6/25/2023,4/23/2025,Standard Class,CUST-3188,Crystal Pugh,Corporate,Central,Office Supplies,Art,Diverse optimal customer loyalty,4441.45,4,0.03,299.62,Profit
CA-837713,1/2/2024,4/16/2025,First Class,CUST-5741,Jennifer Velazquez,Home Office,Central,Furniture,Furnishings,Intuitive 24/7 protocol,3082.5,6,0.33,88.48,Profit
CA-321525,3/12/2025,4/15/2025,Standard Class,CUST-8550,Walter Curtis,Home Office,East,Furniture,Bookcases,Persistent tertiary archive,3478.08,9,0.38,926.84,Profit
CA-837362,2/3/2025,5/7/2025,Standard Class,CUST-7562,Dwayne Reid,Home Office,East,Furniture,Tables,Function-based tertiary encryption,1397.84,9,0.05,787.96,Profit
CA-149458,5/1/2023,4/10/2025,First Class,CUST-4848,Rachel Flores,Home Office,South,Office Supplies,Labels,Inverse systemic website,2074.78,4,0.08,284.96,Profit
CA-283495,12/2/2023,4/30/2025,Second Class,CUST-8196,Jacob Day,Consumer,East,Technology,Phones,Open-source client-server success,2168.77,7,0.31,280.68,Profit
CA-402475,2/24/2024,5/3/2025,Second Class,CUST-6390,Michelle Lopez,Home Office,South,Office Supplies,Labels,Multi-layered foreground productivity,1076.49,2,0.23,661.38,Profit
CA-693262,2/10/2025,5/4/2025,First Class,CUST-6669,Jonathan Rose,Corporate,Central,Technology,Phones,Robust 3rdgeneration instruction set,3108.7,6,0.31,383.3,Profit
CA-356548,3/25/2024,4/12/2025,Second Class,CUST-9629,Shawn Frederick,Home Office,South,Technology,Copiers,Monitored user-facing core,733.43,6,0.48,825.17,Profit
CA-153414,7/16/2023,4/21/2025,First Class,CUST-8087,Derek Jennings,Corporate,West,Technology,Phones,Networked 5thgeneration open architecture,4670.66,4,0.16,-27.89,Loss
CA-452938,8/15/2024,5/1/2025,First Class,CUST-6913,Casey Smith,Corporate,Central,Office Supplies,Paper,Universal directional structure,20.08,3,0.37,133.47,Profit
CA-241195,10/23/2023,5/2/2025,First Class,CUST-1018,Jay Robinson,Consumer,West,Technology,Accessories,Distributed didactic instruction set,3379.53,6,0.25,-54.52,Loss
CA-652222,12/30/2024,4/23/2025,Second Class,CUST-2286,Jeffrey Mathis,Home Office,Central,Office Supplies,Art,Multi-channeled 4thgeneration monitoring,3613.55,1,0.38,192.31,Profit
CA-128007,11/4/2024,4/27/2025,First Class,CUST-6446,Karen Moran,Home Office,Central,Technology,Phones,Cross-group grid-enabled application,1315.21,8,0.35,196.4,Profit
CA-684330,3/4/2024,4/12/2025,Standard Class,CUST-8636,Carol Lopez,Corporate,East,Office Supplies,Labels,Fundamental logistical data-warehouse,739.5,4,0.45,461.05,Profit
CA-799457,12/12/2023,4/10/2025,Same Day,CUST-9477,Jacob Fisher,Home Office,South,Furniture,Bookcases,Customizable solution-oriented emulation,1057.18,8,0.39,125.83,Profit
CA-521445,6/12/2023,4/19/2025,Standard Class,CUST-1993,Leah Strickland,Corporate,Central,Furniture,Furnishings,Progressive multi-tasking budgetary management,2939.08,10,0.25,-23.48,Loss
CA-986335,4/19/2024,4/29/2025,Same Day,CUST-6987,April Elliott,Corporate,West,Office Supplies,Paper,Virtual directional open architecture,4246.76,2,0.1,-65.66,Loss
CA-156823,1/30/2024,4/25/2025,Standard Class,CUST-8122,Tonya O'Connell,Home Office,South,Office Supplies,Labels,Expanded fault-tolerant standardization,4797.57,1,0.32,176.95,Profit
CA-186575,6/25/2023,5/5/2025,Same Day,CUST-5314,Christopher Thompson,Corporate,Central,Office Supplies,Art,User-centric maximized paradigm,2331.41,8,0.19,112.05,Profit
CA-353946,1/1/2025,5/1/2025,First Class,CUST-5967,Julia Snow,Corporate,West,Furniture,Chairs,Reduced heuristic workforce,2007.96,5,0.25,200.22,Profit
CA-297111,8/7/2024,4/23/2025,Second Class,CUST-9454,Stephanie Garrett,Consumer,South,Furniture,Bookcases,Monitored stable intranet,2703.52,9,0.33,525.5,Profit
CA-849430,2/13/2024,4/26/2025,First Class,CUST-2481,Mitchell Brown,Home Office,West,Furniture,Tables,Ameliorated global hierarchy,3463.87,3,0.26,508.08,Profit
CA-628278,2/1/2024,4/21/2025,Same Day,CUST-2496,Sara Lopez,Corporate,East,Furniture,Chairs,Up-sized system-worthy Internet solution,1759.89,3,0.22,-30.98,Loss
CA-551151,7/14/2023,4/18/2025,Same Day,CUST-3249,Cody Campbell,Home Office,West,Furniture,Tables,Open-architected incremental workforce,2696.88,3,0.28,443.25,Profit
CA-773669,7/15/2023,4/25/2025,Same Day,CUST-8991,Sonia Stewart,Consumer,South,Technology,Phones,Horizontal local encryption,1713.62,1,0.28,562.41,Profit
CA-951851,11/18/2023,4/18/2025,First Class,CUST-2292,Albert Williams,Corporate,West,Furniture,Chairs,Digitized modular approach,4821.96,1,0.47,808.55,Profit
CA-319869,4/11/2023,4/20/2025,First Class,CUST-2688,Nathan Norris,Home Office,West,Furniture,Furnishings,Stand-alone leading-edge project,4202.96,6,0.11,-23.34,Loss
CA-562584,10/7/2023,4/12/2025,Second Class,CUST-6115,Cheryl Gillespie,Home Office,West,Furniture,Bookcases,Decentralized discrete utilization,3276.11,9,0.17,351.41,Profit
CA-710696,1/31/2024,4/21/2025,Same Day,CUST-1072,Megan Tyler,Home Office,West,Office Supplies,Storage,Distributed content-based alliance,4983.64,2,0.08,537.37,Profit
CA-898189,9/19/2024,5/5/2025,First Class,CUST-8827,Thomas Hatfield,Consumer,South,Technology,Computers,Re-engineered next generation open architecture,123.38,10,0.45,-57.3,Loss
CA-306433,3/14/2024,5/3/2025,Second Class,CUST-6099,Frank Johnson,Corporate,Central,Technology,Phones,Operative empowering service-desk,1817.51,2,0.31,932.39,Profit
CA-259653,11/10/2024,4/9/2025,Same Day,CUST-9491,Heather Douglas,Consumer,South,Office Supplies,Storage,Networked client-server flexibility,898.85,6,0.21,459.76,Profit
CA-771164,9/27/2023,4/30/2025,First Class,CUST-4797,Wendy Garcia,Consumer,South,Technology,Machines,Total asymmetric circuit,3663.29,4,0.16,888.08,Profit
CA-322930,11/27/2023,4/27/2025,First Class,CUST-1692,Craig Erickson,Corporate,Central,Office Supplies,Labels,Managed reciprocal service-desk,156.34,8,0.14,772.54,Profit
CA-523559,3/19/2024,4/27/2025,Standard Class,CUST-3790,Amanda Padilla,Corporate,West,Office Supplies,Art,Programmable client-driven hub,1619.89,5,0.13,-24.43,Loss
CA-704454,2/14/2025,5/7/2025,Standard Class,CUST-8098,Anthony Bowman,Consumer,Central,Office Supplies,Binders,Automated bi-directional instruction set,2775.43,8,0.01,278.14,Profit
CA-165359,4/26/2023,4/30/2025,Same Day,CUST-9956,Monica Gardner,Corporate,West,Office Supplies,Labels,Profound local matrix,353.54,6,0.09,328.18,Profit
CA-974860,12/8/2024,4/10/2025,Standard Class,CUST-1890,Jonathan Lopez,Consumer,South,Office Supplies,Labels,Networked tertiary interface,4942.91,10,0.5,670.68,Profit
CA-886977,11/25/2024,4/20/2025,Standard Class,CUST-2578,Christopher Walton II,Corporate,South,Furniture,Tables,Horizontal human-resource collaboration,1297.92,6,0.08,395.81,Profit
CA-870497,9/27/2024,4/19/2025,Standard Class,CUST-2664,Alicia Walsh,Home Office,West,Technology,Machines,Open-source hybrid matrix,4979.18,8,0.17,950.63,Profit
CA-923076,9/24/2023,4/23/2025,First Class,CUST-9565,Amanda Beck,Consumer,Central,Furniture,Furnishings,Assimilated value-added product,2795.14,4,0.16,844.77,Profit
CA-405293,6/1/2024,4/27/2025,Same Day,CUST-2762,Mark Rogers,Corporate,Central,Furniture,Furnishings,Programmable executive contingency,2742.41,1,0.04,422,Profit
CA-790767,12/5/2024,4/30/2025,Standard Class,CUST-9251,Justin Ford,Home Office,West,Furniture,Bookcases,Cloned motivating software,3017.9,5,0.3,180.61,Profit
CA-206660,1/22/2024,5/5/2025,Second Class,CUST-1551,Brian Kane,Home Office,South,Furniture,Bookcases,Re-engineered local attitude,3146.72,3,0.13,154.6,Profit
CA-398474,5/2/2024,4/11/2025,Same Day,CUST-6959,Alyssa Houston,Home Office,West,Furniture,Bookcases,Reduced composite complexity,2990.63,10,0.14,193.04,Profit
CA-560762,3/6/2024,4/17/2025,First Class,CUST-2688,Hector Berg,Corporate,Central,Technology,Computers,Diverse 24hour approach,440.21,6,0.37,161.38,Profit
CA-782808,1/16/2025,4/9/2025,First Class,CUST-6578,Sarah Carter,Corporate,East,Office Supplies,Storage,Grass-roots tertiary encryption,482.65,9,0.41,14.59,Profit
CA-892069,7/28/2024,4/17/2025,Same Day,CUST-9888,Christian Schmidt,Consumer,South,Furniture,Bookcases,Reactive systematic moratorium,2835.66,6,0.33,472.71,Profit
CA-483071,5/22/2023,4/28/2025,First Class,CUST-8161,Katherine Jenkins,Corporate,East,Office Supplies,Art,Universal 4thgeneration access,3452.29,4,0.17,-73.27,Loss
CA-107598,4/25/2024,4/29/2025,First Class,CUST-3272,Erica Robinson,Corporate,South,Furniture,Bookcases,Total bottom-line function,4535.7,10,0,323.81,Profit
CA-538626,6/17/2023,5/2/2025,Second Class,CUST-6271,Diana Harris,Consumer,East,Furniture,Tables,Profound leading-edge budgetary management,4926.96,8,0.43,947.09,Profit
CA-890048,11/30/2023,4/25/2025,Second Class,CUST-9441,Matthew Garrison,Home Office,West,Technology,Computers,Synergized incremental archive,2845.68,10,0.48,127.55,Profit
CA-320749,11/15/2024,4/20/2025,Same Day,CUST-1648,Julia Fuller,Home Office,South,Technology,Accessories,Object-based optimizing firmware,4776.1,2,0.12,179.59,Profit
CA-563524,8/8/2023,4/29/2025,First Class,CUST-1794,Michael Gibson,Home Office,West,Furniture,Tables,Front-line logistical monitoring,1034.45,3,0.04,375.8,Profit
CA-716161,10/15/2023,4/10/2025,Standard Class,CUST-2017,Danielle Cooper,Home Office,West,Technology,Phones,Digitized modular firmware,1786.65,1,0.38,720.18,Profit
CA-806723,5/2/2024,4/27/2025,Same Day,CUST-1098,Tara Lewis,Consumer,Central,Office Supplies,Paper,Centralized heuristic success,4505,2,0.12,127,Profit
CA-140464,8/16/2023,4/12/2025,Standard Class,CUST-2448,Lindsey O'Neal,Corporate,South,Office Supplies,Art,Customer-focused incremental Internet solution,1192.48,5,0.35,88.63,Profit
CA-279057,4/2/2025,4/22/2025,Standard Class,CUST-1976,Edward Jones,Corporate,East,Furniture,Bookcases,Enhanced hybrid policy,4359.21,7,0.31,25.12,Profit
CA-731555,2/16/2024,4/26/2025,Second Class,CUST-4792,Javier Monroe,Corporate,Central,Office Supplies,Art,Reverse-engineered multi-state software,4656.08,4,0.48,690.06,Profit
CA-626956,3/6/2024,4/11/2025,Second Class,CUST-4215,Amanda Lane,Home Office,East,Furniture,Tables,Vision-oriented context-sensitive projection,4384.07,10,0.29,721.64,Profit
CA-349398,7/1/2023,5/3/2025,Same Day,CUST-1179,Alice McCarty,Home Office,West,Furniture,Tables,Function-based dedicated forecast,1318.26,9,0.16,436.81,Profit
CA-380806,5/30/2024,4/11/2025,Standard Class,CUST-4644,Brian Wilkinson,Consumer,Central,Furniture,Tables,Balanced zero-defect Graphical User Interface,248.49,5,0.06,687.36,Profit
CA-598379,12/29/2023,4/24/2025,Same Day,CUST-9267,Michael Johnson,Consumer,Central,Furniture,Tables,Total even-keeled neural-net,1134.45,1,0.43,906.83,Profit
CA-219922,3/17/2025,4/30/2025,Same Day,CUST-2146,Jasmine McGee,Consumer,Central,Furniture,Tables,Streamlined heuristic core,230.77,3,0.1,679.46,Profit
CA-297076,6/19/2024,4/9/2025,Standard Class,CUST-1999,Michael O'Donnell,Corporate,East,Office Supplies,Labels,Function-based multi-tasking matrix,2842.68,3,0.14,21.19,Profit
CA-349159,8/30/2024,4/28/2025,Second Class,CUST-4709,Darius Adams,Corporate,Central,Office Supplies,Storage,Cloned didactic artificial intelligence,2221.14,3,0.16,553.51,Profit
CA-243559,8/29/2023,4/27/2025,First Class,CUST-6063,Aaron Webb,Corporate,Central,Furniture,Furnishings,Down-sized national application,3243.25,3,0.16,81.74,Profit
CA-154707,11/24/2023,5/2/2025,Standard Class,CUST-9855,Nichole Fisher,Consumer,South,Furniture,Bookcases,Phased systematic open system,1924.22,3,0.11,464.59,Profit
CA-998361,9/15/2024,4/15/2025,Standard Class,CUST-1228,Michael Williams,Home Office,West,Furniture,Chairs,Future-proofed heuristic initiative,3368.52,8,0.33,630.92,Profit
CA-807576,1/30/2024,5/6/2025,Standard Class,CUST-4322,Richard Hernandez,Corporate,West,Furniture,Bookcases,Mandatory empowering policy,2931.33,4,0.29,338.99,Profit
CA-650274,5/12/2023,4/21/2025,Second Class,CUST-4215,Kimberly Baker,Corporate,South,Technology,Machines,Universal didactic knowledge user,1429.49,2,0.22,218.84,Profit
CA-665467,4/7/2025,4/24/2025,Standard Class,CUST-7788,Sarah Holt,Corporate,Central,Office Supplies,Storage,Reactive dedicated superstructure,2213.55,5,0.32,-75.37,Loss
CA-969482,12/8/2023,5/1/2025,Same Day,CUST-9028,Margaret Reeves,Home Office,South,Technology,Computers,Cloned upward-trending array,1177.32,6,0.27,445.09,Profit
CA-355756,1/31/2024,4/26/2025,Standard Class,CUST-7567,Mariah Butler,Corporate,East,Furniture,Chairs,Stand-alone optimal synergy,725.51,8,0.12,319.25,Profit
CA-686814,8/31/2024,4/27/2025,Same Day,CUST-9908,Terry Murray,Corporate,East,Office Supplies,Labels,Realigned attitude-oriented emulation,2883.07,10,0.05,549.62,Profit
CA-696469,8/26/2024,4/13/2025,Second Class,CUST-4730,Robert Johnson,Corporate,West,Office Supplies,Labels,Proactive demand-driven paradigm,437.3,2,0.35,754.14,Profit
CA-537661,2/18/2024,4/15/2025,Standard Class,CUST-6174,Thomas Lambert,Consumer,Central,Furniture,Tables,Synchronized incremental Local Area Network,3059.75,4,0.1,510.08,Profit
CA-483282,4/28/2024,4/20/2025,Standard Class,CUST-2803,Christopher Clarke DVM,Consumer,South,Furniture,Bookcases,Team-oriented tangible algorithm,2513.98,3,0.04,503.68,Profit
CA-711697,2/27/2024,4/28/2025,Standard Class,CUST-9820,Denise Horn,Consumer,West,Office Supplies,Binders,Multi-tiered fresh-thinking migration,2427.33,9,0.45,-73.75,Loss
CA-100981,1/11/2024,5/3/2025,Second Class,CUST-6941,Susan Garza,Consumer,Central,Office Supplies,Binders,Progressive full-range structure,2086.42,2,0.27,-77.93,Loss
CA-269031,2/8/2024,4/24/2025,Second Class,CUST-7559,Shari Torres,Home Office,West,Technology,Copiers,Front-line 4thgeneration architecture,3218.87,4,0.35,744.36,Profit
CA-416553,11/20/2024,5/1/2025,Standard Class,CUST-9752,Benjamin Cook,Consumer,West,Office Supplies,Art,Secured intermediate definition,2976.75,4,0.24,-21.96,Loss
CA-743972,12/11/2023,5/3/2025,Second Class,CUST-7421,Marie Gaines,Home Office,South,Furniture,Tables,Devolved disintermediate approach,767.38,4,0.24,894.67,Profit
CA-131457,4/27/2024,5/6/2025,First Class,CUST-5551,Karen Lam,Home Office,Central,Technology,Accessories,Synergistic user-facing parallelism,850.21,7,0.46,315.01,Profit
CA-567408,11/7/2024,4/29/2025,Standard Class,CUST-9862,Sean Moreno,Consumer,East,Office Supplies,Binders,Organic mobile product,1242.25,3,0.25,410.74,Profit
CA-757531,5/20/2024,4/16/2025,Second Class,CUST-1303,Jared Mitchell,Home Office,Central,Technology,Accessories,Synchronized executive product,4923.84,6,0.17,903.1,Profit
CA-790276,5/30/2024,5/8/2025,Same Day,CUST-5221,Peter Pierce,Home Office,East,Office Supplies,Storage,Operative global paradigm,4166.69,3,0.4,449.77,Profit
CA-484290,2/26/2024,4/27/2025,Standard Class,CUST-9649,Michele Tate,Consumer,West,Technology,Accessories,Ergonomic impactful implementation,3787.94,3,0.12,773.34,Profit
CA-907235,6/5/2024,5/1/2025,Standard Class,CUST-7693,Patricia Alvarado,Home Office,Central,Furniture,Tables,Decentralized motivating secured line,4702.79,7,0.42,269.43,Profit
CA-602671,2/25/2025,4/24/2025,Same Day,CUST-2470,Linda Davis,Home Office,South,Office Supplies,Art,Cross-group responsive migration,1340.06,3,0.01,990.98,Profit
CA-596964,1/8/2024,4/22/2025,Same Day,CUST-8836,Michael Perez,Corporate,South,Furniture,Furnishings,Horizontal grid-enabled open architecture,1174.37,1,0.47,950.11,Profit
CA-858704,6/2/2023,4/27/2025,Same Day,CUST-3485,Jacob Terry,Consumer,South,Technology,Copiers,Devolved dedicated groupware,2907.91,4,0.02,308.18,Profit
CA-442690,12/15/2023,5/1/2025,Second Class,CUST-5964,Victoria Watson,Consumer,East,Technology,Machines,Synergistic zero administration knowledgebase,1092.26,10,0.33,578.38,Profit
CA-919318,5/13/2024,4/25/2025,Standard Class,CUST-1843,Kyle Anderson,Corporate,West,Technology,Copiers,Fundamental upward-trending synergy,2480.78,3,0.07,69.25,Profit
CA-104113,7/23/2023,5/8/2025,Same Day,CUST-4056,Mr. William Miller,Consumer,West,Furniture,Chairs,Virtual multi-state attitude,4030.52,10,0.49,977.91,Profit
CA-266948,5/14/2024,4/28/2025,Second Class,CUST-6429,Andrew Smith,Home Office,East,Technology,Accessories,Virtual responsive functionalities,4446.81,5,0.43,439.28,Profit
CA-245555,9/12/2023,4/21/2025,Standard Class,CUST-2506,Jessica Vargas,Corporate,Central,Furniture,Bookcases,Enhanced mobile approach,466.83,4,0.04,413.05,Profit
CA-703203,12/16/2023,4/14/2025,Standard Class,CUST-6424,Richard Hansen,Home Office,West,Technology,Copiers,Monitored 5thgeneration leverage,2449.96,5,0.5,58.48,Profit
CA-106460,1/29/2025,4/13/2025,Standard Class,CUST-9551,Hayden Torres,Consumer,South,Office Supplies,Paper,User-friendly heuristic superstructure,3916.14,8,0.41,798,Profit
CA-268809,10/7/2023,4/22/2025,Standard Class,CUST-6834,Aaron Owens,Home Office,East,Office Supplies,Binders,Public-key 6thgeneration forecast,893.11,6,0.47,983.36,Profit
CA-901606,10/12/2023,4/19/2025,Second Class,CUST-5687,Shane Perez,Home Office,East,Furniture,Furnishings,Optional bandwidth-monitored core,2102.23,3,0.39,852.05,Profit
CA-877857,8/27/2023,4/17/2025,First Class,CUST-5732,Shawn Warner,Corporate,Central,Office Supplies,Binders,Front-line global artificial intelligence,747.82,9,0.02,995.07,Profit
CA-665833,12/4/2024,4/23/2025,First Class,CUST-8909,Wayne Carroll,Corporate,Central,Technology,Copiers,Sharable non-volatile moderator,181.08,1,0.34,214.94,Profit
CA-339693,11/4/2024,5/6/2025,Standard Class,CUST-4411,Brenda Johnston,Consumer,Central,Technology,Copiers,Customizable zero-defect Internet solution,281.95,5,0.3,288.12,Profit
CA-343692,11/19/2024,4/25/2025,Same Day,CUST-6403,Melinda Sampson,Corporate,West,Technology,Copiers,Multi-lateral bottom-line throughput,1908.02,10,0.07,642,Profit
CA-258480,9/6/2023,4/25/2025,Same Day,CUST-6508,Sarah Boyer,Consumer,West,Furniture,Bookcases,Ergonomic system-worthy model,2575.36,10,0.22,785.65,Profit
CA-396535,4/11/2024,4/12/2025,Standard Class,CUST-3343,Kristin Lewis,Consumer,Central,Office Supplies,Paper,Cloned responsive adapter,1524.93,10,0.45,784.7,Profit
CA-218261,6/5/2023,4/17/2025,Second Class,CUST-8644,Nathan Bray,Corporate,West,Furniture,Furnishings,Advanced mission-critical help-desk,3380.55,9,0.34,436.69,Profit
CA-698337,4/18/2024,5/1/2025,First Class,CUST-5405,Emily Sanchez,Home Office,West,Technology,Copiers,Horizontal coherent migration,4216.82,7,0.43,966.51,Profit
CA-572732,5/20/2023,4/15/2025,Second Class,CUST-7329,Charles Sheppard,Home Office,Central,Office Supplies,Storage,Inverse mission-critical superstructure,1541.89,5,0.49,580.91,Profit
CA-770165,2/24/2024,5/1/2025,First Class,CUST-6881,Miranda Zimmerman,Corporate,East,Technology,Accessories,Function-based object-oriented parallelism,896.12,4,0.25,-69.47,Loss
CA-320496,10/17/2023,4/18/2025,First Class,CUST-8103,Vanessa Carpenter,Consumer,West,Technology,Machines,Switchable bandwidth-monitored definition,2087.84,5,0.35,222.01,Profit
CA-912777,5/17/2023,5/7/2025,Same Day,CUST-4149,Francisco Garcia,Consumer,South,Technology,Accessories,Profound holistic matrix,147.44,5,0.46,770.15,Profit
CA-599775,3/1/2024,4/14/2025,First Class,CUST-8757,Robert Harris,Consumer,South,Office Supplies,Labels,Decentralized radical firmware,917.52,2,0.45,419.16,Profit
CA-106495,12/29/2024,4/16/2025,Same Day,CUST-6249,Anna Estrada,Home Office,South,Technology,Computers,Decentralized regional Local Area Network,4379.53,2,0.47,617.34,Profit
CA-382713,11/27/2023,4/10/2025,First Class,CUST-4075,Tonya Bennett,Home Office,East,Office Supplies,Art,Intuitive optimal data-warehouse,1216.89,7,0.42,858.91,Profit
CA-289500,7/20/2023,5/3/2025,Second Class,CUST-5792,Frederick Reynolds,Corporate,West,Office Supplies,Binders,Enhanced intangible budgetary management,4993.74,8,0.41,454.16,Profit
CA-753758,4/10/2023,4/22/2025,Same Day,CUST-2033,Louis Watkins,Home Office,West,Office Supplies,Paper,Sharable interactive help-desk,3550.22,9,0.39,822.15,Profit
CA-935804,8/10/2024,4/22/2025,Second Class,CUST-9671,Mr. Derek Robinson,Corporate,East,Office Supplies,Labels,Distributed asymmetric complexity,2990.62,2,0.41,434.35,Profit
CA-590218,10/13/2024,4/27/2025,Standard Class,CUST-1142,Robert Pham,Home Office,East,Office Supplies,Paper,Innovative interactive migration,2544.32,10,0.41,-36.16,Loss
CA-853516,2/7/2025,5/5/2025,Second Class,CUST-8051,Maria Payne,Home Office,Central,Office Supplies,Paper,Compatible optimizing adapter,3788.31,9,0.22,950.26,Profit
CA-132230,4/21/2024,4/23/2025,First Class,CUST-7425,Stacey Phillips,Consumer,Central,Furniture,Chairs,Open-architected multi-state help-desk,4456.38,9,0.41,83.72,Profit
CA-955399,3/10/2025,5/6/2025,First Class,CUST-1131,James Stevens,Corporate,West,Furniture,Bookcases,Enhanced maximized protocol,2611.3,6,0.43,481.14,Profit
CA-560770,2/14/2025,4/13/2025,Second Class,CUST-2286,Margaret Cole,Consumer,Central,Technology,Phones,Right-sized systemic attitude,3149.98,7,0.34,907.07,Profit
CA-448673,4/14/2024,4/20/2025,Standard Class,CUST-1033,Lauren Simpson,Corporate,Central,Technology,Phones,Automated secondary encoding,603.68,10,0.42,597.58,Profit
CA-720862,12/16/2024,4/15/2025,First Class,CUST-4828,Henry King,Home Office,South,Furniture,Tables,Compatible bi-directional software,4004.7,5,0.24,952.96,Profit
CA-554118,8/19/2023,4/16/2025,Standard Class,CUST-5067,Matthew Todd,Consumer,West,Office Supplies,Labels,Face-to-face impactful help-desk,3811.4,9,0.46,202.36,Profit
CA-789157,11/17/2023,4/11/2025,Standard Class,CUST-8000,Alicia Allen,Home Office,West,Technology,Copiers,Sharable user-facing application,2035.08,10,0.25,170.37,Profit
CA-125499,12/30/2024,5/3/2025,Standard Class,CUST-2845,Samantha Booker,Home Office,West,Technology,Copiers,Focused encompassing product,4566.47,1,0.19,177.15,Profit
CA-282706,2/8/2024,4/19/2025,Standard Class,CUST-4066,Lisa Anderson,Home Office,Central,Technology,Accessories,Inverse user-facing data-warehouse,3667.37,1,0.05,878.73,Profit
CA-322029,1/11/2025,4/17/2025,Second Class,CUST-7665,Robert Richmond,Home Office,Central,Office Supplies,Labels,Fundamental zero administration definition,2117.45,9,0.12,771.76,Profit
